sha,date,kind,parents,prs,capabilities,inMain,inDev,title,attribution,url
2d035692ba4795204e769854d828fe495002993f,2026-09-16T18:34:28+08:00,PR-child,bc1a5297c1e40f9ba2082e0a2eacd170cbe3f940,299,"C11,C21",True,True,"feat(pilot): choose the update channel, so 4.x can reach the 5.x preview",旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/2d035692ba4795204e769854d828fe495002993f
721ac48b1a38d7c0d83d94bb2ae33f7b110355eb,2026-09-16T18:28:53+08:00,PR-child,c00966f328e198045052967876195acdbc768d3a,278,"C18,C16",False,True,"docs(bot): record the P1 measurements, mutation run and behavior re-check",旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/721ac48b1a38d7c0d83d94bb2ae33f7b110355eb
c00966f328e198045052967876195acdbc768d3a,2026-09-16T15:15:30+08:00,PR-child,18b2075e52d327a6d1cd35b4dee29b2776c2e279,278,"C18,C16",False,True,fix(bot): drop a stale skip marker when the rule is edited,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/c00966f328e198045052967876195acdbc768d3a
18b2075e52d327a6d1cd35b4dee29b2776c2e279,2026-09-16T15:14:31+08:00,PR-child,5e99b888d61d226fc7859ba6f466967c2593f94a,278,"C18,C16",False,True,fix(bot): keep the late note to one-shot schedules only,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/18b2075e52d327a6d1cd35b4dee29b2776c2e279
5e99b888d61d226fc7859ba6f466967c2593f94a,2026-09-16T15:12:56+08:00,PR-child,0355cb53c1da0e889f4b9713306d14185b319af3,278,"C18,C16",False,True,fix(bot): refuse an enabled field on schedule writes and pin the prompt gate,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/5e99b888d61d226fc7859ba6f466967c2593f94a
0355cb53c1da0e889f4b9713306d14185b319af3,2026-09-16T15:12:56+08:00,PR-child,05360665ad5cd9f76c08c2ba9582a78da9fe9461,278,"C18,C16",False,True,fix(bot): never consume a one-shot schedule that could not run,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/0355cb53c1da0e889f4b9713306d14185b319af3
05360665ad5cd9f76c08c2ba9582a78da9fe9461,2026-09-16T12:15:19+08:00,PR-child,a9c8d746e26ef99e58af267cc18b6c2807487c6d,278,"C18,C16",False,True,docs(bot): document the schedule contract and record T5a verification,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/05360665ad5cd9f76c08c2ba9582a78da9fe9461
a9c8d746e26ef99e58af267cc18b6c2807487c6d,2026-09-16T12:15:19+08:00,PR-child,096891cfafe8924a24463c9a12670b02fa766118,278,"C18,C16",False,True,"test(bot): cover schedule timing, overlap, migration, routes and the prompt gate",旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/a9c8d746e26ef99e58af267cc18b6c2807487c6d
096891cfafe8924a24463c9a12670b02fa766118,2026-09-16T12:15:19+08:00,PR-child,46897781806ab552fe966bccb39f9f8005dcaf0f,278,"C18,C16",False,True,feat(bot): add schedule subcommands and generate the prompt command list,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/096891cfafe8924a24463c9a12670b02fa766118
46897781806ab552fe966bccb39f9f8005dcaf0f,2026-09-16T12:15:19+08:00,PR-child,7ec09add2ef7b8565e68d42f8de5843a3b7a0b53,278,"C18,C16",False,True,"feat(bot): give scheduled runs independent, repeating schedule entities",旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/46897781806ab552fe966bccb39f9f8005dcaf0f
7ec09add2ef7b8565e68d42f8de5843a3b7a0b53,2026-09-16T18:23:31+08:00,merge,861222d39391ac0a575050d031324fe4bd1a74e9 f8ad91685fc437b5672abbb3f58a9853c1a9a013,298,C24,False,True,Merge pull request #298 from CtriXin/claude/release-v5.0.2,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/7ec09add2ef7b8565e68d42f8de5843a3b7a0b53
bc1a5297c1e40f9ba2082e0a2eacd170cbe3f940,2026-09-16T18:23:14+08:00,merge,45dd211ef2f5c1f9792913749812743d41104c62 2922c07d206e286ebcb70353cbbff15d7d064257,294,C13,True,True,Merge pull request #294 from CtriXin/codex/stride-95c4f5109ef243a7,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/bc1a5297c1e40f9ba2082e0a2eacd170cbe3f940
f8ad91685fc437b5672abbb3f58a9853c1a9a013,2026-09-16T18:21:46+08:00,PR-child,861222d39391ac0a575050d031324fe4bd1a74e9,298,C24,False,True,release: v5.0.2,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/f8ad91685fc437b5672abbb3f58a9853c1a9a013
861222d39391ac0a575050d031324fe4bd1a74e9,2026-09-16T18:13:35+08:00,merge,f62f8c24344878fa0c2587f42da420656c2b0dad f42c5eea5cd754ebd2ff015367d692db56245cd1,293,C18,False,True,Merge pull request #293 from CtriXin/claude/bot-work-t5b-addendum,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/861222d39391ac0a575050d031324fe4bd1a74e9
f62f8c24344878fa0c2587f42da420656c2b0dad,2026-09-16T18:12:45+08:00,merge,44cb5a55da6b3ca6649fd6b12ed155b482aa50ed 9b8bb730304d7c76ab6d972e1a85ff1a68a88f66,292,C09,False,True,Merge pull request #292 from CtriXin/issue/287-grok-tui-launcher,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/f62f8c24344878fa0c2587f42da420656c2b0dad
45dd211ef2f5c1f9792913749812743d41104c62,2026-09-16T18:11:45+08:00,merge,298bac3087280a28e3bfd79606c333271469ccc3 ca3657394fb173364e97da8915bb161c617606be,282,C12,True,True,Merge pull request #282 from CtriXin/bot/T7a-connection-banner,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/45dd211ef2f5c1f9792913749812743d41104c62
ca3657394fb173364e97da8915bb161c617606be,2026-09-16T18:10:09+08:00,merge,92299622c5765ebd225b2c66d465158d121e5f8e 298bac3087280a28e3bfd79606c333271469ccc3,282,C12,True,True,Merge remote-tracking branch 'origin/main' into fix-t7a,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/ca3657394fb173364e97da8915bb161c617606be
298bac3087280a28e3bfd79606c333271469ccc3,2026-09-16T18:07:39+08:00,merge,90bc98ba07b40a48cfc227537ee3815af16d1e64 6506ceb7d32d4cd41213b3920f4bb849111a270d,277,C15,True,True,Merge pull request #277 from CtriXin/bot/T6b-runtime-tab-backport,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/298bac3087280a28e3bfd79606c333271469ccc3
90bc98ba07b40a48cfc227537ee3815af16d1e64,2026-09-16T17:45:15+08:00,merge,5e1a197d07adefb4982b49e28f2dfc1f02156755 d15ef154890e83406f688d6753775c8f0645be27,297,"C21,C24",True,True,Merge pull request #297 from CtriXin/claude/readme-release-lines,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/90bc98ba07b40a48cfc227537ee3815af16d1e64
5e1a197d07adefb4982b49e28f2dfc1f02156755,2026-09-16T17:43:30+08:00,merge,ed5365f5121ca608cb4f8c0c73b60abaaecfde37 d6b68ca1fb23cbeb074840caee8e9c70a625627c,296,C24,True,True,Merge pull request #296 from CtriXin/claude/release-v4.22.2,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/5e1a197d07adefb4982b49e28f2dfc1f02156755
d15ef154890e83406f688d6753775c8f0645be27,2026-09-16T17:38:50+08:00,PR-child,ed5365f5121ca608cb4f8c0c73b60abaaecfde37,297,"C21,C24",True,True,docs: describe the two release lines the way they actually work,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/d15ef154890e83406f688d6753775c8f0645be27
9b8bb730304d7c76ab6d972e1a85ff1a68a88f66,2026-09-16T17:35:17+08:00,PR-child,71ef125dc6277f7d4ec2d7245c73a2403187aed0,292,C09,False,True,ci: install tomli-w so grok launcher tests can write config.toml,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/9b8bb730304d7c76ab6d972e1a85ff1a68a88f66
d6b68ca1fb23cbeb074840caee8e9c70a625627c,2026-09-16T17:30:14+08:00,PR-child,ed5365f5121ca608cb4f8c0c73b60abaaecfde37,296,C24,True,True,release: v4.22.2,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/d6b68ca1fb23cbeb074840caee8e9c70a625627c
67d3e0aed722f8e16979c3511a7d46cb3fb0e5c3,2026-09-16T17:20:44+08:00,direct/unattributed,f7de6ae367527bf4af4dd1a183617a3e085acc04,,"C02,C19",False,True,fix(bots): 家族名单收成 mms_core，第一次扇出给可见提示,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/67d3e0aed722f8e16979c3511a7d46cb3fb0e5c3
8136e52c97afdf03495ecf91a4787c28f0aafa29,2026-09-16T13:20:57+08:00,PR-child,c3abaf1257010691b7339b7d1c27e3dadf68279a,286,"C08,C13",False,True,fix(web): 修复中途引导及服务重启后回合空白、状态误判与作废消息不可重发问题 (T7e),旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/8136e52c97afdf03495ecf91a4787c28f0aafa29
f7de6ae367527bf4af4dd1a183617a3e085acc04,2026-09-16T16:56:11+08:00,direct/unattributed,44cb5a55da6b3ca6649fd6b12ed155b482aa50ed,,C19,False,True,feat(bots): 同一 Bot 上多方听意见，发送即听,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/f7de6ae367527bf4af4dd1a183617a3e085acc04
2922c07d206e286ebcb70353cbbff15d7d064257,2026-09-16T17:09:45+08:00,PR-child,75bee7f43ff6d6d2890fcdc68143d29dfd43f3af,294,C13,True,True,fix(web): show late-delete copy on delivered user turns,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/2922c07d206e286ebcb70353cbbff15d7d064257
44cb5a55da6b3ca6649fd6b12ed155b482aa50ed,2026-09-16T17:00:08+08:00,merge,f3493694c30f770876ee47cecdf2327618b44072 8419707c0cb9cd8a4eb890e617a9b32b1dd5a220,288,"C12,C16",False,True,Merge pull request #288 from CtriXin/codex/stride-2718d9d92afa45ef,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/44cb5a55da6b3ca6649fd6b12ed155b482aa50ed
ed5365f5121ca608cb4f8c0c73b60abaaecfde37,2026-09-16T16:59:58+08:00,merge,0d20711b23d858a690a87c4e9329078ee9315518 570ec8a48431ec57377818164217f95e18a05a7d,289,"C12,C14",True,True,Merge pull request #289 from CtriXin/feat/workspace-dialog-autofocus,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/ed5365f5121ca608cb4f8c0c73b60abaaecfde37
71ef125dc6277f7d4ec2d7245c73a2403187aed0,2026-09-16T16:53:46+08:00,PR-child,bb90ad69bde92ed89420ac0928da4e930f77648d,292,C09,False,True,test(grok): disable compat proxy in launcher unit tests,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/71ef125dc6277f7d4ec2d7245c73a2403187aed0
75bee7f43ff6d6d2890fcdc68143d29dfd43f3af,2026-09-16T16:48:47+08:00,PR-child,ab68674ecc528fb5c4b40848f491e4a15aa00f42,294,C13,True,True,fix(web): tell the truth when deleting a queued steer,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/75bee7f43ff6d6d2890fcdc68143d29dfd43f3af
bb90ad69bde92ed89420ac0928da4e930f77648d,2026-09-16T16:31:22+08:00,PR-child,2f8b70aa633e0ed096d5997cd33acb6ed9477e2d,292,C09,False,True,test(web): expect grok in session-asset CLI visibility,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/bb90ad69bde92ed89420ac0928da4e930f77648d
8419707c0cb9cd8a4eb890e617a9b32b1dd5a220,2026-09-16T16:20:00+08:00,PR-child,77bcace7606d55cf6a76af9d5241a0c06dee8795,288,"C12,C16",False,True,fix(web): 设置路径复制改走 copyText，运行环境 tab 保持独立,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/8419707c0cb9cd8a4eb890e617a9b32b1dd5a220
77bcace7606d55cf6a76af9d5241a0c06dee8795,2026-09-16T16:15:36+08:00,merge,2a41fd62655c2744a3ce34e2029f3d7adb05ea39 f3493694c30f770876ee47cecdf2327618b44072,288,"C12,C16",False,True,Merge remote-tracking branch 'origin/dev' into codex/stride-faff075bc8d64e78,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/77bcace7606d55cf6a76af9d5241a0c06dee8795
2f8b70aa633e0ed096d5997cd33acb6ed9477e2d,2026-09-16T16:13:58+08:00,PR-child,87cecf9b1864a2f537390266ebea51a4d1ca97a8,292,C09,False,True,fix(grok): keep SSE UTF-8 intact and split compat rewrite by protocol,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/2f8b70aa633e0ed096d5997cd33acb6ed9477e2d
f42c5eea5cd754ebd2ff015367d692db56245cd1,2026-09-16T16:06:01+08:00,PR-child,66c7d06b02336a04a3b7d7f689c6d2e4b7a9b3bc,293,C18,False,True,docs(bot-work): correct the T5b wakeEnabled claim,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/f42c5eea5cd754ebd2ff015367d692db56245cd1
ab68674ecc528fb5c4b40848f491e4a15aa00f42,2026-09-16T16:04:02+08:00,PR-child,0d20711b23d858a690a87c4e9329078ee9315518,294,C13,True,True,start: T7f delete queued steer,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/ab68674ecc528fb5c4b40848f491e4a15aa00f42
66c7d06b02336a04a3b7d7f689c6d2e4b7a9b3bc,2026-09-16T16:03:01+08:00,PR-child,f3493694c30f770876ee47cecdf2327618b44072,293,C18,False,True,docs(bot-work): T5b addendum after the T5a acceptance review,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/66c7d06b02336a04a3b7d7f689c6d2e4b7a9b3bc
0d20711b23d858a690a87c4e9329078ee9315518,2026-09-16T15:54:27+08:00,merge,cf008a028dd83ee293aa5bbaf3d5a5bf9f1d7f5a c29092b464889098b17d6abbc089efe79c15d4a1,285,C01,True,True,Merge pull request #285 from CtriXin/bot/T7c-blocked-reasons,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/0d20711b23d858a690a87c4e9329078ee9315518
cf008a028dd83ee293aa5bbaf3d5a5bf9f1d7f5a,2026-09-16T15:54:16+08:00,merge,162e02a26ff75a0ef0ffa35d3338983ca4c09dfb c07b3559a7d3baf04bb259fb37f195c2c7432864,279,"C08,C21",True,True,Merge pull request #279 from CtriXin/bot/T6a-channel-switch-gate,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/cf008a028dd83ee293aa5bbaf3d5a5bf9f1d7f5a
f3493694c30f770876ee47cecdf2327618b44072,2026-09-16T15:54:05+08:00,merge,c3abaf1257010691b7339b7d1c27e3dadf68279a 6435a5f0c4a631119badd96f22d517717b94c14a,291,C13,False,True,Merge pull request #291 from CtriXin/claude/bot-work-t7f-packet,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/f3493694c30f770876ee47cecdf2327618b44072
87cecf9b1864a2f537390266ebea51a4d1ca97a8,2026-09-16T15:48:38+08:00,PR-child,c3abaf1257010691b7339b7d1c27e3dadf68279a,292,C09,False,True,feat(tui): add Grok Build as a Pi-like launcher,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/87cecf9b1864a2f537390266ebea51a4d1ca97a8
6506ceb7d32d4cd41213b3920f4bb849111a270d,2026-09-16T15:47:04+08:00,PR-child,6c62a6560b826f2dd3e4320d45808345e4e40b38,277,C15,True,True,feat(web): backport runtime settings tab to 4.22 stable line,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/6506ceb7d32d4cd41213b3920f4bb849111a270d
6435a5f0c4a631119badd96f22d517717b94c14a,2026-09-16T15:43:53+08:00,PR-child,c3abaf1257010691b7339b7d1c27e3dadf68279a,291,C13,False,True,docs(bot-work): T7f deleting a queued steer still sends it,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/6435a5f0c4a631119badd96f22d517717b94c14a
92299622c5765ebd225b2c66d465158d121e5f8e,2026-09-16T12:48:52+08:00,PR-child,6c62a6560b826f2dd3e4320d45808345e4e40b38,282,C12,True,True,feat(web): debounce connection poll failure and separate from error banner,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/92299622c5765ebd225b2c66d465158d121e5f8e
570ec8a48431ec57377818164217f95e18a05a7d,2026-09-16T15:22:58+08:00,PR-child,162e02a26ff75a0ef0ffa35d3338983ca4c09dfb,289,"C12,C14",True,True,feat(web): auto-focus search input when opening workspace picker dialog,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/570ec8a48431ec57377818164217f95e18a05a7d
2a41fd62655c2744a3ce34e2029f3d7adb05ea39,2026-09-16T15:15:52+08:00,PR-child,2b9260d868b0bc3a624bb4804c0c9268f35ac367,288,"C12,C16",False,True,feat(pilot): 收口聊天通道显示、设置三栏和 Bot 设定入口,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/2a41fd62655c2744a3ce34e2029f3d7adb05ea39
162e02a26ff75a0ef0ffa35d3338983ca4c09dfb,2026-09-16T14:27:44+08:00,merge,6c62a6560b826f2dd3e4320d45808345e4e40b38 ffd3a6774f599cc9e7ff5ec80f2cf9d2234e0ad2,283,C07,True,True,Merge pull request #283 from CtriXin/bot/T7d-remote-access-cookie,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/162e02a26ff75a0ef0ffa35d3338983ca4c09dfb
c07b3559a7d3baf04bb259fb37f195c2c7432864,2026-09-16T12:16:41+08:00,PR-child,6c62a6560b826f2dd3e4320d45808345e4e40b38,279,"C08,C21",True,True,feat(web): ignore sessions with unknown owners + 4.x<->5.x channel-switch gate (T6a),旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/c07b3559a7d3baf04bb259fb37f195c2c7432864
c29092b464889098b17d6abbc089efe79c15d4a1,2026-09-16T14:20:24+08:00,PR-child,4bb9afe6caaa0a64372ed1880e0c6faad8796ee1,285,C01,True,True,test(mms-web): skip worker-integration tests when tomli-w is absent,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/c29092b464889098b17d6abbc089efe79c15d4a1
ffd3a6774f599cc9e7ff5ec80f2cf9d2234e0ad2,2026-09-16T12:57:13+08:00,PR-child,6c62a6560b826f2dd3e4320d45808345e4e40b38,283,C07,True,True,fix(web): keep the current window signed in when remote access opens,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/ffd3a6774f599cc9e7ff5ec80f2cf9d2234e0ad2
c3abaf1257010691b7339b7d1c27e3dadf68279a,2026-09-16T13:03:46+08:00,merge,f04d740e924c35e0e4b03ec8c690ec9f5083429d e117147c92c954fa961f4ca3b2515122829fa474,284,C13,False,True,Merge pull request #284 from CtriXin/claude/bot-work-t7e-packet,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/c3abaf1257010691b7339b7d1c27e3dadf68279a
4bb9afe6caaa0a64372ed1880e0c6faad8796ee1,2026-09-16T13:03:32+08:00,PR-child,6c62a6560b826f2dd3e4320d45808345e4e40b38,285,C01,True,True,fix(mms-web): surface real MMF blocked reasons in channel settings,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/4bb9afe6caaa0a64372ed1880e0c6faad8796ee1
e117147c92c954fa961f4ca3b2515122829fa474,2026-09-16T13:01:15+08:00,PR-child,f04d740e924c35e0e4b03ec8c690ec9f5083429d,284,C13,False,True,docs(bot-work): T7e blank turn after a mid-run steer,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/e117147c92c954fa961f4ca3b2515122829fa474
f04d740e924c35e0e4b03ec8c690ec9f5083429d,2026-09-16T12:27:45+08:00,merge,e5d3224358de2681c3d71d69b2648f0964beabba cc4e20cd1cbfead75bcc76bcad638686ee033d0c,280,"C01,C07",False,True,Merge pull request #280 from CtriXin/claude/bot-work-t7cd-packets,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/f04d740e924c35e0e4b03ec8c690ec9f5083429d
cc4e20cd1cbfead75bcc76bcad638686ee033d0c,2026-09-16T12:25:06+08:00,PR-child,e5d3224358de2681c3d71d69b2648f0964beabba,280,"C01,C07",False,True,docs(bot-work): T7c surface MMF blocked reasons and T7d keep the current window signed in,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/cc4e20cd1cbfead75bcc76bcad638686ee033d0c
e5d3224358de2681c3d71d69b2648f0964beabba,2026-09-16T11:47:17+08:00,merge,5bf1f31dab6575d3050e4190bcbf6458ff45cdfc 1ae56f51bb1f3520f0665fdecc3fa6c62b490fe4,276,"C12,C13",False,True,Merge pull request #276 from CtriXin/claude/bot-work-t7-packets,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/e5d3224358de2681c3d71d69b2648f0964beabba
1ae56f51bb1f3520f0665fdecc3fa6c62b490fe4,2026-09-16T11:44:07+08:00,PR-child,5bf1f31dab6575d3050e4190bcbf6458ff45cdfc,276,"C12,C13",False,True,docs(bot-work): T7a connection banner and T7b btw card fold memory packets,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/1ae56f51bb1f3520f0665fdecc3fa6c62b490fe4
5bf1f31dab6575d3050e4190bcbf6458ff45cdfc,2026-09-16T12:14:33+09:00,merge,282b2d3f8381e307f6175e23ee072ce594012ecb 2b9260d868b0bc3a624bb4804c0c9268f35ac367,274,"C16,C21,C24",False,True,Merge pull request #274 from CtriXin/dev-pre,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/5bf1f31dab6575d3050e4190bcbf6458ff45cdfc
2b9260d868b0bc3a624bb4804c0c9268f35ac367,2026-09-16T12:13:46+09:00,merge,38f529a29718151f4e39d98bcf621d61758b3e35 ae513afa48d4c007b85a21fd5e15b35ee81354cb,"270,274","C10,C16",False,True,Merge pull request #270 from CtriXin/fix/bot-compact-pilot-restart,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/2b9260d868b0bc3a624bb4804c0c9268f35ac367
38f529a29718151f4e39d98bcf621d61758b3e35,2026-09-16T12:13:39+09:00,merge,4e5cebacb1aa369397a62ec891300475a118cea9 634bb41fc93b59d1625db3f1d8d3bb00262d6e6c,"275,274","C17,C18,C21",False,True,Merge pull request #275 from CtriXin/claude/bot-work-t5-t6-packets,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/38f529a29718151f4e39d98bcf621d61758b3e35
4e5cebacb1aa369397a62ec891300475a118cea9,2026-09-16T12:13:31+09:00,merge,77f2fd8aa8e9d04ef15a767cdbb5fe66929dc596 14cbfbfd1525c76be550470e1d778810443ea03a,"273,274","C10,C21",False,True,Merge pull request #273 from CtriXin/claude/dev-pre-sync-4.22,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/4e5cebacb1aa369397a62ec891300475a118cea9
6c62a6560b826f2dd3e4320d45808345e4e40b38,2026-09-16T12:13:14+09:00,merge,ca6c09eb4163e9c8f5063f68d591c1c11170dab0 e4ee5e5aeccae65bf291bda82ae1c50ff08fec26,272,"C21,C24",True,True,Merge pull request #272 from CtriXin/claude/main-to-4.22-stable,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/6c62a6560b826f2dd3e4320d45808345e4e40b38
282b2d3f8381e307f6175e23ee072ce594012ecb,2026-09-16T12:13:06+09:00,merge,1f466eea81fa802256df9dbc84dab12b4f7c398f 6ed9960d57d739dbf2da88e6236df4d9936bd816,271,"C10,C21",False,True,Merge pull request #271 from CtriXin/claude/installer-preview-launch-hint,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/282b2d3f8381e307f6175e23ee072ce594012ecb
634bb41fc93b59d1625db3f1d8d3bb00262d6e6c,2026-09-16T10:38:46+08:00,PR-child,bb823b3880604a499de834da7933d1f43d54ba95,"275,274","C17,C18,C21",False,True,"docs(bot-work): make the downgrade session leak a fix, not an assertion",旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/634bb41fc93b59d1625db3f1d8d3bb00262d6e6c
bb823b3880604a499de834da7933d1f43d54ba95,2026-09-16T10:30:40+08:00,PR-child,77f2fd8aa8e9d04ef15a767cdbb5fe66929dc596,"275,274","C17,C18,C21",False,True,docs(bot-work): refresh T5 packets against 5.0.1 and add T6 channel-switch and backport packets,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/bb823b3880604a499de834da7933d1f43d54ba95
14cbfbfd1525c76be550470e1d778810443ea03a,2026-09-16T10:15:05+08:00,merge,77f2fd8aa8e9d04ef15a767cdbb5fe66929dc596 6ed9960d57d739dbf2da88e6236df4d9936bd816,"273,274","C10,C21",False,True,merge: carry the 4.22.x installer fix into the 5.x line,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/14cbfbfd1525c76be550470e1d778810443ea03a
e4ee5e5aeccae65bf291bda82ae1c50ff08fec26,2026-09-16T10:11:04+08:00,merge,ca6c09eb4163e9c8f5063f68d591c1c11170dab0 6ed9960d57d739dbf2da88e6236df4d9936bd816,272,"C21,C24",True,True,release: main becomes the 4.22.x stable line,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/e4ee5e5aeccae65bf291bda82ae1c50ff08fec26
